baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
ENSG00000108523	114.1573454	-0.134139293	0.138667605	-0.967344125	0.333372032	0.49703976
ENSG00000108528	37.6802746	-0.391642105	0.23360151	-1.676539272	0.09363261	0.218731765
ENSG00000108556	0.088860571	-0.433639534	2.093674948	-0.207118844	0.835917046	NA
ENSG00000108557	0.180631982	-0.859375021	1.759126999	-0.488523581	0.625179027	NA
ENSG00000108559	44.87151805	-0.734940652	0.398162901	-1.845829057	0.06491703	0.173567326
ENSG00000108561	9.622477497	-0.869104104	0.698794983	-1.243718295	0.21360326	0.37331081
ENSG00000108576	57.54074056	0.231880957	0.235758801	0.983551645	0.32533601	0.489553235
ENSG00000108578	9.217636996	-0.714155489	0.620572267	-1.15080149	0.249813912	0.412943389
ENSG00000108582	8.218303082	0.293090086	0.575740389	0.509066398	0.610705684	0.736880377
ENSG00000108587	32.61790539	-0.573185674	0.28789181	-1.990975965	0.04648353	0.140580814
ENSG00000108588	16.05865926	-0.655384167	0.429860561	-1.524643632	0.127348008	0.266741833
ENSG00000108590	14.09011131	-0.240465943	0.241629458	-0.995184711	0.319646436	0.483981628
ENSG00000108591	22.43209448	-1.226603491	0.431702589	-2.841316043	0.004492776	0.031379654
ENSG00000108592	17.81977696	-1.430362201	0.557833708	-2.564137271	0.010343263	0.053756636
ENSG00000108599	16.11263214	-0.100663264	0.422033178	-0.238519787	0.81147797	0.878744135
ENSG00000108602	0.134258992	-0.080829723	5.053451659	-0.015994953	0.987238418	NA
ENSG00000108604	13.01072373	-1.630578352	0.512646171	-3.18070912	0.001469151	0.01469402
ENSG00000108622	115.444326	-0.323436568	0.140203881	-2.306901678	0.021060302	0.084909328
ENSG00000108639	17.45909246	-1.267204416	0.399838573	-3.169290065	0.001528118	0.015038913
ENSG00000108641	0.516845456	-2.034503235	1.609209624	-1.264287265	0.206126939	NA
ENSG00000108651	39.96363818	-0.899704863	0.424165771	-2.121116141	0.03391203	0.115227973
ENSG00000108654	675.3340205	-0.77916509	0.246862416	-3.156272646	0.001597994	0.015505184
ENSG00000108666	8.627027172	-1.438100192	0.612956305	-2.346170812	0.018967413	0.079061316
ENSG00000108669	29.02415395	-0.957138242	0.452346622	-2.115939845	0.034349924	0.116276581
ENSG00000108671	141.3911893	-0.267671314	0.166354721	-1.609039476	0.10760771	0.239556235
ENSG00000108679	29.88094477	0.608061802	0.3096468	1.963727066	0.049561752	0.146295381
ENSG00000108691	0.290997834	-1.131822068	1.288387406	-0.878479612	0.379683497	NA
ENSG00000108700	0.113448227	-1.03738241	3.405211074	-0.304645553	0.760636122	NA
ENSG00000108733	0.258361323	-0.950208291	1.605130622	-0.59198191	0.553862702	NA
ENSG00000108753	0.03044141	0	5.053481658	0	1	NA
ENSG00000108771	4.320627325	-0.874919848	0.731776002	-1.195611561	0.231848178	0.393852167
ENSG00000108773	4.119298775	-1.532223659	0.763504804	-2.0068291	0.044767863	0.137454269
ENSG00000108774	3.476890007	0.060311438	0.272161762	0.221601439	0.824624162	0.888646226
ENSG00000108784	0.168141754	-1.185967426	1.733394699	-0.684187754	0.493856614	NA
ENSG00000108788	17.74334576	-0.918490054	0.357510328	-2.569128728	0.010195458	0.053240416
ENSG00000108797	0.172507209	0.506229241	2.500664631	0.202437878	0.839574419	NA
ENSG00000108798	36.20333901	-1.554426043	0.33886876	-4.587103406	4.49E-06	0.000196076
ENSG00000108799	24.20809079	-1.062301219	0.411280371	-2.582912517	0.009797016	0.051925074
ENSG00000108819	1.395063207	-0.758372917	0.478425944	-1.585141707	0.112934141	0.247180122
ENSG00000108821	0.043970099	-0.164265701	5.05346521	-0.032505557	0.974068885	NA
ENSG00000108823	0.231864226	-1.248572006	1.947594967	-0.641084017	0.521468098	NA
ENSG00000108826	9.56914303	-1.409629514	0.356153167	-3.95793059	7.56E-05	0.001750372
ENSG00000108828	4.555833915	0.118161974	0.465133693	0.254038733	0.799465635	0.871906494
ENSG00000108829	8.240771448	-0.081527288	0.297958456	-0.273619648	0.784376933	0.862011007
ENSG00000108839	471.8172334	0.228303045	0.102247198	2.232853802	0.025558587	0.095644542
ENSG00000108840	129.0887411	-0.331510022	0.281352716	-1.178271977	0.238688196	0.400853545
ENSG00000108846	1494.793299	0.972724999	0.166730204	5.834125875	5.41E-09	1.26E-06
ENSG00000108848	182.7066366	-1.078978043	0.226786408	-4.757683913	1.96E-06	0.00010131
ENSG00000108852	0.065295678	-0.797750612	5.053001025	-0.157876598	0.874554039	NA
ENSG00000108854	6.157756609	-0.818168348	0.674447703	-1.213093831	0.225093948	0.3858942
ENSG00000108861	24.6255326	0.820978719	0.192663533	4.261204536	2.03E-05	0.000631903
ENSG00000108883	238.1851014	0.11238999	0.204898573	0.548515239	0.583338169	0.71425174
ENSG00000108932	0.259290304	0.276137424	1.624374332	0.169996175	0.865013145	NA
ENSG00000108946	562.6509695	0.650948258	0.215065202	3.026748416	0.002471996	0.020942655
ENSG00000108950	0.249298801	-0.408807503	2.061549664	-0.198301069	0.842809515	NA
ENSG00000108953	2302.353229	0.348661759	0.083180278	4.19163973	2.77E-05	0.000799518
ENSG00000108960	2102.957916	-0.162857424	0.172755633	-0.942703985	0.345832334	0.50916299
ENSG00000108963	1.578536513	-1.583083574	0.799555801	-1.979953834	0.047708716	0.14280858
ENSG00000108984	5.417227081	0.785953251	0.701373128	1.120592192	0.26246149	0.426504481
ENSG00000109016	14.77279467	0.305494362	0.326586755	0.935415651	0.349574134	0.512415537
ENSG00000109046	44.2973502	-0.843161789	0.343306355	-2.456004025	0.014049158	0.065302151
ENSG00000109062	78.5583736	-0.742430465	0.243350443	-3.05086958	0.002281797	0.019735574
ENSG00000109063	1.485951299	-1.301323721	1.072684091	-1.213147219	0.22507354	0.3858942
ENSG00000109065	5.820935336	-1.279011161	0.467385165	-2.736524937	0.006209189	0.038554347
ENSG00000109066	43.71562721	0.263170425	0.198051261	1.328799538	0.183914115	0.337989744
ENSG00000109079	3.262001484	-0.763089356	0.535659074	-1.424580285	0.154278562	0.30209763
ENSG00000109083	18.7025282	-1.054628562	0.310721973	-3.394122895	0.000688488	0.008711905
ENSG00000109084	0.613709956	-1.168489123	1.072742303	-1.08925426	0.276041777	0.44139503
ENSG00000109089	0.593820987	-0.294815727	0.671784545	-0.438854584	0.660766906	NA
ENSG00000109099	0.291517918	-1.431399698	1.723706104	-0.830419811	0.406301468	NA
ENSG00000109103	8.549750508	-1.134757013	0.417064851	-2.720816705	0.006512086	0.039884394
ENSG00000109107	12.93052401	-1.150827965	0.349675717	-3.291129211	0.000997861	0.011449448
ENSG00000109111	44.73421874	-0.19516727	0.284602357	-0.68575423	0.492868103	0.640860082
ENSG00000109113	18.32296261	-1.103578751	0.394959752	-2.794154961	0.005203554	0.034450708
ENSG00000109118	8.914229109	-0.692590556	0.427037136	-1.621850883	0.104835281	0.235455518
ENSG00000109133	4.766029704	-0.956599447	0.596444762	-1.603835776	0.108750256	0.24104417
ENSG00000109171	197.4727061	0.031139665	0.159197981	0.195603394	0.844920603	0.90159822
ENSG00000109180	143.2143791	-0.40792592	0.154214951	-2.645177518	0.008164807	0.046476594
ENSG00000109184	30.58822164	0.174273269	0.259657035	0.671167138	0.50211406	0.648984921
ENSG00000109189	1.472945426	-0.968998065	0.691839244	-1.400611591	0.161330253	0.310948972
ENSG00000109220	22.40542747	-0.472307741	0.289457472	-1.631699946	0.102742712	0.231994551
ENSG00000109255	0.034239544	-0.349566963	5.053398547	-0.069174628	0.944850619	NA
ENSG00000109265	4.479353369	0.278490088	0.454798587	0.612337188	0.54031469	0.68094968
ENSG00000109270	27.89187618	-0.508497326	0.23271866	-2.185030313	0.028886624	0.103677235
ENSG00000109272	1900.831288	-0.432146248	0.21215062	-2.036978478	0.041652199	0.131407854
ENSG00000109320	16.62665535	-0.743723202	0.558078475	-1.33264986	0.182646735	0.336877769
ENSG00000109321	0.351521193	2.327942687	1.461807272	1.592509992	0.11127016	NA
ENSG00000109323	44.03700473	-0.112038216	0.23444571	-0.477885548	0.632731668	0.753964397
ENSG00000109332	340.3794157	0.043280827	0.100840115	0.429202479	0.667775879	0.780919742
ENSG00000109339	28.35343423	0.698504163	0.325650814	2.144948312	0.03195698	0.111088362
ENSG00000109381	28.39762456	-0.698113076	0.227285474	-3.071525261	0.002129681	0.018896751
ENSG00000109390	121.9312016	-0.440842482	0.110661626	-3.98369786	6.79E-05	0.001586631
ENSG00000109436	1.968753857	-1.060254523	0.858064017	-1.235635689	0.216594013	0.376455656
ENSG00000109445	12.82792445	-1.614574886	0.514489015	-3.138210611	0.001699827	0.016213957
ENSG00000109452	53.27686107	-0.630822021	0.261381959	-2.413410721	0.015803999	0.070688737
ENSG00000109458	12.01271471	0.970373403	0.391365778	2.479453896	0.013158374	0.062539719
ENSG00000109466	6.53181758	-0.346650476	0.588659099	-0.588881539	0.555940743	0.692497625
ENSG00000109475	1126.080967	-1.06383196	0.237026521	-4.488240204	7.18E-06	0.0002922
ENSG00000109501	0.099904769	-1.343446944	4.397169406	-0.305525401	0.759966027	NA
ENSG00000109519	10.09615254	-1.144234216	0.354663128	-3.226256484	0.001254209	0.013282801
ENSG00000109534	1.847480777	-1.208777951	0.707436272	-1.708673982	0.087511356	0.210142283
ENSG00000109536	53.72201587	-0.892638128	0.230154754	-3.878425762	0.000105135	0.002239041
ENSG00000109572	358.5354957	0.784112109	0.152673311	5.13588199	2.81E-07	2.19E-05
ENSG00000109586	6.445242215	-0.128869191	0.624744908	-0.206274896	0.836576187	0.896156637
ENSG00000109606	35.81552673	-0.681792754	0.414482044	-1.644927116	0.099984842	0.228013024
ENSG00000109618	4.915952437	-1.123703238	0.5563483	-2.019783716	0.043405827	0.134651348
ENSG00000109654	0.188495669	-1.009881469	3.024666844	-0.333881885	0.73846869	NA
ENSG00000109667	4.686065541	0.086788918	0.721045198	0.120365434	0.904193672	0.938717139
ENSG00000109670	18.75165925	-0.513149354	0.278929394	-1.839710571	0.065810741	0.175155744
ENSG00000109674	2.848691809	0.565083912	0.430342789	1.313101849	0.189148631	0.344742914
ENSG00000109680	6.503024684	-1.340982371	0.599603615	-2.236448107	0.025322433	0.095129028
ENSG00000109684	0.963055167	-1.984404907	1.505018071	-1.318525634	0.18732775	0.342117471
ENSG00000109685	12.0409601	1.717094863	0.391488853	4.386063227	1.15E-05	0.000408939
ENSG00000109686	0.152387672	0.576525144	3.354979474	0.171841631	0.863562036	NA
ENSG00000109689	17.45770557	-0.387666928	0.350733846	-1.105302303	0.26902862	0.433799839
ENSG00000109736	10.73992712	-1.350644622	0.510354734	-2.646482009	0.008133383	0.046365439
ENSG00000109738	0.146199843	0.890231666	4.184648928	0.21273748	0.831531731	NA
ENSG00000109743	10.90185545	0.025552128	0.596232905	0.042855951	0.965816363	0.978283367
ENSG00000109756	11.07484639	-0.100959172	0.411528625	-0.245327217	0.806203079	0.875789873
ENSG00000109762	2.129580938	-1.399482712	1.020002141	-1.372038994	0.170051299	0.322086471
ENSG00000109775	14.86814498	-1.142423834	0.484123188	-2.359779207	0.018285815	0.077363722
ENSG00000109787	47.14927195	-0.14643848	0.227736449	-0.643017316	0.520212864	0.665098831
ENSG00000109790	75.69196502	0.258003492	0.371596447	0.694310977	0.487487208	0.636553545
ENSG00000109794	0.014539941	-0.36252107	5.053447471	-0.071737378	0.94281091	NA
ENSG00000109805	3.420885738	1.233703587	0.847223275	1.456172916	0.145344825	0.290888684
ENSG00000109814	5.175543633	-0.572757418	0.712011122	-0.80442201	0.421153294	0.578628004
ENSG00000109854	275.4520826	-0.117213662	0.18830008	-0.622483336	0.533624098	0.6759624
ENSG00000109861	78.07901974	-0.479313194	0.24913168	-1.923935146	0.054362713	0.154875449
ENSG00000109881	2.378689579	-0.823105183	0.634047525	-1.298175847	0.194226916	0.350718316
ENSG00000109906	16.81368333	0.419805034	0.2626033	1.598628175	0.109903245	0.24293907
ENSG00000109911	11.17538969	-1.095672173	0.524447352	-2.089193833	0.036690278	0.121557057
ENSG00000109917	11.55557647	-1.519835767	0.552386191	-2.751400728	0.0059341	0.0374226
ENSG00000109919	91.94114913	-0.247528233	0.191882919	-1.289996184	0.197051983	0.354178599
ENSG00000109920	29.50514479	-1.177074272	0.384412301	-3.062009906	0.002198562	0.019309628
ENSG00000109927	2.237336734	0.249299529	0.763081827	0.326700912	0.74389411	0.834543268
ENSG00000109929	7.70740043	-0.142157782	0.364608832	-0.389891219	0.696616987	0.80074048
ENSG00000109943	4.755896075	-1.239196514	0.716845558	-1.728679909	0.083866399	0.204269843
ENSG00000109944	2.455041725	-1.441560521	0.673875644	-2.139208522	0.032418784	0.112042692
ENSG00000109956	0.067563753	-1.142343587	5.052662677	-0.226087443	0.82113341	NA
ENSG00000109971	411.3832505	-1.215080429	0.235273483	-5.164544742	2.41E-07	1.93E-05
ENSG00000110002	140.7664906	0.714307817	0.23955795	2.981774627	0.002865829	0.023301301
ENSG00000110011	110.5704915	-0.57378673	0.235074398	-2.440872907	0.01465181	0.067285532
ENSG00000110013	290.0542578	1.154589998	0.177135186	6.518129015	7.12E-11	4.38E-08
ENSG00000110031	30.88059558	-1.054652954	0.336900046	-3.130462478	0.001745313	0.016496523
ENSG00000110042	0.167133519	-0.996770103	2.347096762	-0.424682152	0.671068397	NA
ENSG00000110046	2.650485118	-0.210203555	0.725047503	-0.289916942	0.77187978	0.853446801
ENSG00000110047	83.01751116	-0.29141524	0.207632169	-1.403516812	0.160462782	0.309803531
ENSG00000110048	6.735455335	-0.566986804	0.533927543	-1.06191713	0.288273308	0.453526496
ENSG00000110057	3.108350878	-0.60410071	0.705643784	-0.856098677	0.3919432	0.55281317
ENSG00000110060	1.504837515	-0.920896784	0.692507006	-1.329801397	0.183583715	0.337653107
ENSG00000110063	8.047464301	-1.437132426	0.478524111	-3.00326022	0.002671039	0.022101764
ENSG00000110066	9.615622214	-0.34723376	0.434940643	-0.798347466	0.42466888	0.581749097
ENSG00000110074	7.078483011	0.01520228	0.634869394	0.023945523	0.980896062	0.988211144
ENSG00000110075	65.28376383	0.25617425	0.26332562	0.972842106	0.330631782	0.494720603
ENSG00000110076	0.038902196	-0.352456701	5.053396096	-0.069746502	0.944395429	NA
ENSG00000110077	90.62347661	-0.794379849	0.427642952	-1.85757732	0.063229062	0.17061486
ENSG00000110079	6.393569702	-0.461539609	0.703122299	-0.65641441	0.511557521	0.65697831
ENSG00000110080	26.89573282	-0.484914311	0.44794362	-1.08253425	0.279015205	0.444024197
ENSG00000110090	43.77050891	0.260090319	0.25098477	1.036279287	0.300071866	0.465619145
ENSG00000110092	1.606306967	0.239786488	0.79367612	0.302121334	0.76255957	0.846950365
ENSG00000110104	1.100495204	-0.604194598	0.616724828	-0.979682625	0.327242806	0.491410594
ENSG00000110107	2.55200127	-0.661002037	0.467705499	-1.413286861	0.157571396	0.306186598
ENSG00000110108	8.777162692	-0.342002393	0.276219418	-1.238154779	0.215658675	0.3754439
ENSG00000110169	0.043360079	-0.491466352	5.05334629	-0.097255625	0.922523395	NA
ENSG00000110171	1.00883091	-0.202322052	1.098433313	-0.184191475	0.853863247	0.90617855
ENSG00000110172	19.71987325	-1.337313899	0.407728699	-3.279911137	0.001038398	0.011757001
ENSG00000110195	3.025882804	0.563364689	0.669148098	0.841913308	0.39983648	0.559397886
ENSG00000110200	15.81084261	0.103653404	0.208701572	0.496658475	0.61942991	0.743722993
ENSG00000110203	4.846210948	0.418016025	0.768791215	0.543731532	0.586626231	0.716776454
ENSG00000110218	77.56396302	0.365617396	0.171681135	2.129630587	0.033202124	0.113765771
ENSG00000110237	0.023650668	-0.497002117	5.053401913	-0.098350008	0.92165437	NA
ENSG00000110245	0.051374526	0	5.053481659	0	1	NA
ENSG00000110274	6.577800203	-1.422897667	0.546749089	-2.602469206	0.009255513	0.050169427
ENSG00000110315	38.14086724	-0.494582331	0.271195441	-1.823711822	0.068195651	0.178977227
ENSG00000110318	1.080483777	-1.702201115	0.959527007	-1.774000213	0.076063115	0.19232914
ENSG00000110321	6460.282408	0.747101134	0.198974311	3.75476175	0.000173506	0.003287905
ENSG00000110324	18.44617786	-0.987829583	0.467317822	-2.113828186	0.034529945	0.116731957
ENSG00000110330	66.75186325	-0.209826583	0.195030223	-1.07586701	0.281986738	0.44702348
ENSG00000110344	15.44265197	-0.636862447	0.570443943	-1.116433008	0.264236831	0.428436698
ENSG00000110347	0.067943045	-0.434625166	5.053447471	-0.086005676	0.931461905	NA
ENSG00000110367	52.16367519	0.102743145	0.245174807	0.419060775	0.675171717	0.785796109
ENSG00000110375	0.042213233	-0.701590759	5.053203203	-0.138840797	0.889575955	NA
ENSG00000110395	23.86505082	0.133015652	0.247860313	0.536655708	0.591505456	0.720029338
ENSG00000110400	0.152221017	-0.245492267	2.363905577	-0.103850285	0.917288161	NA
ENSG00000110422	63.83758379	0.279383937	0.270440102	1.033071412	0.301570481	0.467200485
ENSG00000110429	14.00517379	-0.511519743	0.493240027	-1.037060488	0.299707668	0.465239253
ENSG00000110435	5.847845462	-1.414399815	0.5616368	-2.518353171	0.011790503	0.058051779
ENSG00000110442	24.44519361	-0.626335894	0.321609392	-1.947504987	0.051474222	0.149682994
ENSG00000110446	3.658074448	-1.220016314	0.689272154	-1.770006677	0.076726028	0.193378039
ENSG00000110448	6.957274969	-1.853909798	0.675784988	-2.743342679	0.006081718	0.038127319
ENSG00000110455	81.31517597	0.092382206	0.226266069	0.408290143	0.683060675	0.790727269
ENSG00000110484	0.134278269	0	5.053481659	0	1	NA
ENSG00000110492	8.513936565	0.144467271	0.394343138	0.366349145	0.714104562	0.811479302
ENSG00000110497	2.740412351	-0.437208883	0.702486872	-0.62237303	0.53369661	0.675981017
ENSG00000110514	430.7656508	0.814253319	0.221050729	3.683558626	0.00023	0.004062181
ENSG00000110583	2.224509026	-0.532685402	0.607712596	-0.876541651	0.380735644	0.541684248
ENSG00000110619	40.49237591	-0.719993599	0.355190731	-2.027061903	0.042656082	0.133422931
ENSG00000110628	3.607830106	-1.454069449	0.726566089	-2.001290002	0.045361147	0.138774256
ENSG00000110651	8.522914395	-1.947264934	0.542915472	-3.586681603	0.000334913	0.005238238
ENSG00000110660	0.450313171	-0.750402058	1.444560452	-0.519467397	0.603434843	NA
ENSG00000110665	68.80489559	0.078192129	0.190043596	0.411443113	0.680747646	0.789456604
ENSG00000110693	0.641535095	1.661284442	1.118434667	1.485365655	0.137446989	0.280459021
ENSG00000110696	504.7224998	-0.237898997	0.087521802	-2.718168405	0.006564442	0.040113478
ENSG00000110697	9.615726044	-1.889256454	0.643589032	-2.93550132	0.003330092	0.025598577
ENSG00000110700	643.8863091	-1.075271084	0.232680523	-4.62123374	3.81E-06	0.000172204
ENSG00000110711	29.97765718	-0.91474953	0.272112234	-3.361662632	0.000774747	0.00949512
ENSG00000110713	30.92438451	-0.378203394	0.387390728	-0.976284062	0.328923716	0.493016974
ENSG00000110717	40.7865968	-0.508360793	0.222304619	-2.286775661	0.022208921	0.087577303
ENSG00000110719	31.84268634	-1.257821383	0.56425475	-2.229172875	0.025802405	0.096291642
ENSG00000110721	3.733583827	-0.394205391	0.788013157	-0.500252296	0.616897439	0.742130349
ENSG00000110723	0.186942773	-1.162741627	1.598063752	-0.727594018	0.466862144	NA
ENSG00000110756	13.96119949	-0.940947673	0.416495826	-2.259200728	0.023870902	0.091959994
ENSG00000110768	45.44122897	-0.08050674	0.314643406	-0.255866603	0.798053843	0.870820862
ENSG00000110777	1.320519108	-1.069402299	0.691847525	-1.545719627	0.122172295	0.259643179
ENSG00000110799	325.2516435	1.16387443	0.230029892	5.059666019	4.20E-07	2.94E-05
ENSG00000110801	0.183955592	-0.918654071	1.391814574	-0.66004056	0.509227801	NA
ENSG00000110811	0.112407634	-1.058036127	3.636288847	-0.290965919	0.771077385	NA
ENSG00000110841	8.291416857	0.240778508	0.53424855	0.450686311	0.65221565	0.769107955
ENSG00000110844	0.618183908	-1.658309653	1.479568322	-1.120806406	0.262370277	0.426415524
ENSG00000110848	48.15620498	-0.460830374	0.378162921	-1.218602746	0.222995006	0.383871852
ENSG00000110851	8.3396094	0.242549923	0.499474077	0.485610633	0.627243256	0.750023333
ENSG00000110852	53.72259438	-1.144219184	0.367110849	-3.116822034	0.001828119	0.017058553
ENSG00000110871	13.65821835	-1.117783043	0.424470209	-2.633360411	0.008454458	0.047466148
ENSG00000110876	10.3921761	-0.945794254	0.366624344	-2.57973664	0.009887569	0.052168527
ENSG00000110880	1257.55537	0.511178441	0.174892623	2.922813052	0.003468847	0.026345658
ENSG00000110887	0.060395421	-0.28922438	2.949398423	-0.09806216	0.921882935	NA
ENSG00000110888	7.510385883	-1.136610668	0.578183214	-1.965831317	0.049318099	0.145723329
ENSG00000110906	33.66120984	0.338277697	0.195470086	1.7305855	0.08352572	0.204149515
ENSG00000110911	21.15090375	0.055612636	0.443295353	0.125452783	0.900165103	0.936363913
ENSG00000110917	13.48207275	-0.130486122	0.422619958	-0.308755228	0.757507729	0.843174287
ENSG00000110921	1.513894485	-1.342673696	0.879707344	-1.526273147	0.126941853	0.266177215
ENSG00000110925	0.427864385	-1.256723267	0.94874728	-1.324613301	0.185299442	NA
ENSG00000110931	3.885052566	-0.415140325	0.778253508	-0.533425575	0.593739017	0.722221867
ENSG00000110934	3512.424214	0.21891303	0.0769482	2.84494024	0.004441976	0.031141406
ENSG00000110944	0.932356051	-2.262990436	1.085306134	-2.085117152	0.037058668	0.122225654
ENSG00000110955	360.1533637	-0.659292486	0.152064879	-4.335599973	1.45E-05	0.000495506
ENSG00000110958	181.4314218	-0.856377816	0.150658248	-5.684241169	1.31E-08	2.40E-06
ENSG00000110987	1.119387713	-1.089261457	0.697567455	-1.561514158	0.118402486	0.254618699
ENSG00000111011	95.33770298	-0.561678056	0.173038084	-3.24597939	0.001170473	0.012718561
ENSG00000111052	2.36694753	-0.362282242	0.905636653	-0.400030455	0.689134086	0.795789186
ENSG00000111057	8.570875235	-0.657705493	0.31799088	-2.068315587	0.038610357	0.125363036
ENSG00000111077	0.220085787	0.009970172	1.736703479	0.00574086	0.995419481	NA
ENSG00000111110	0.198072606	0.103310006	2.055288379	0.050265455	0.959910852	NA
ENSG00000111142	40.43240318	-0.821635618	0.314498359	-2.612527522	0.008987546	0.049380819
ENSG00000111144	236.399066	-0.87271834	0.300050699	-2.908569595	0.003630864	0.026959723
ENSG00000111145	55.63426981	0.782645851	0.222088249	3.524030904	0.000425035	0.006157999
ENSG00000111181	0.365374551	-0.693819607	2.046166266	-0.339082712	0.734547421	NA
ENSG00000111186	0.309177343	-0.277611799	1.888706212	-0.146985168	0.883143728	NA
ENSG00000111196	210.886132	-0.157103854	0.200501169	-0.783555803	0.433300798	0.589156057
ENSG00000111199	0.108827134	-0.491454818	5.053346288	-0.097253343	0.922525207	NA
ENSG00000111203	9.165169286	-1.295028881	0.538137645	-2.406501186	0.016106152	0.071574734
ENSG00000111206	0.164945878	-0.094746616	1.852216404	-0.051153103	0.959203522	NA
ENSG00000111215	2.661768698	-1.155623904	0.425419979	-2.716430731	0.006599	0.040290084
ENSG00000111224	12.14795191	-0.783553416	0.428151529	-1.830084357	0.067237326	0.177417922
ENSG00000111229	554.0312228	-0.479856906	0.116834543	-4.107149244	4.01E-05	0.00106443
ENSG00000111231	25.90337942	-0.595416289	0.265708875	-2.240859621	0.02503517	0.094453747
ENSG00000111237	121.359221	-0.161987417	0.145163398	-1.115897114	0.264466177	0.428616889
ENSG00000111247	3.18790901	0.223733572	0.690950682	0.323805414	0.746085357	0.835703507
ENSG00000111249	0.067090322	-0.814000091	4.257914045	-0.191173444	0.848389709	NA
ENSG00000111252	16.5399928	0.372504989	0.354687692	1.050233761	0.293610651	0.4588206
ENSG00000111254	1.001022845	-0.272263387	1.091461204	-0.249448524	0.803013854	0.873942066
ENSG00000111261	0.810272957	1.505233431	0.886913767	1.697158717	0.089666658	0.213606879
ENSG00000111266	0.922204474	-1.297136544	0.773133932	-1.677764344	0.093393113	0.218390455
ENSG00000111269	8.295325435	-0.153757197	0.346112566	-0.444240434	0.656868761	0.772025488
ENSG00000111271	4.849181327	-1.060769494	0.741911826	-1.429778386	0.152780634	0.300002537
ENSG00000111275	21.406789	-0.467759552	0.373247324	-1.25321609	0.210127076	0.369404901
ENSG00000111276	1.070510121	-1.174171778	0.689022593	-1.704112159	0.088360135	0.211392701
ENSG00000111291	0.153046433	0.244347478	3.107052334	0.078642859	0.937316697	NA
ENSG00000111300	13.2423623	-1.295207403	0.545594864	-2.373936207	0.017599591	0.075728392
ENSG00000111319	0.17765032	-0.804719109	2.488920832	-0.323320492	0.746452536	NA
ENSG00000111321	3.715122515	-0.512531002	0.758660307	-0.675573768	0.499311301	0.646959018
ENSG00000111328	363.4094289	0.241755423	0.161060914	1.501018576	0.133350757	0.27507942
ENSG00000111331	4.310407205	-0.852692378	0.720669914	-1.183194083	0.236732237	0.398886485
ENSG00000111335	15.45510173	-1.261492025	0.513509653	-2.456608201	0.014025556	0.065255392
ENSG00000111341	0.876437416	-0.300368689	0.72103084	-0.416582305	0.676983955	0.787278337
ENSG00000111344	0.080035347	-0.327766752	4.521504895	-0.072490633	0.94221146	NA
ENSG00000111348	8371.693677	0.268401968	0.089701904	2.992154629	0.002770159	0.022617808
ENSG00000111358	7.406060387	-0.035927611	0.558532139	-0.064325055	0.948711404	0.967509894
ENSG00000111361	33.43278446	-0.1354176	0.320828242	-0.42208753	0.672961129	0.784110753
ENSG00000111364	14.60776731	-1.359690008	0.555875574	-2.446033017	0.014443777	0.066486868
ENSG00000111371	57.09627964	-1.128691204	0.47134916	-2.39459683	0.016638649	0.073019972
ENSG00000111412	0.901704931	-1.987067627	1.063406829	-1.868586483	0.061680368	0.167869381
ENSG00000111424	25.80864869	0.465505477	0.251161715	1.853409373	0.063823705	0.171546381
ENSG00000111445	8.028741194	-0.348059753	0.531250558	-0.655170612	0.512357914	0.657645046
ENSG00000111450	2.505527884	-0.803457244	0.597682358	-1.344288036	0.178855263	0.332777806
ENSG00000111452	0.47138311	-2.503511638	1.43948043	-1.739177265	0.082003587	NA
ENSG00000111481	262.6011266	-0.019574904	0.091102568	-0.214866657	0.829871282	0.891724568
ENSG00000111490	0.434397747	-1.36327888	2.068099731	-0.659193974	0.509771216	NA
ENSG00000111530	17.77597495	-0.746742432	0.447642683	-1.668166284	0.095282722	0.221224933
ENSG00000111537	0.989179842	-2.429836081	1.135144194	-2.140552798	0.032310119	0.111902097
ENSG00000111540	76.12959282	0.735648185	0.216495545	3.39798301	0.000678846	0.008655476
ENSG00000111554	261.636991	0.275697746	0.158116087	1.743641345	0.081221649	0.200643043
ENSG00000111581	47.67548262	-1.234601346	0.3765946	-3.278329923	0.001044233	0.011796298
ENSG00000111596	90.21820585	-0.834004702	0.255235262	-3.267592002	0.001084666	0.012066523
ENSG00000111602	4.931096298	-0.262844606	0.88921445	-0.29559192	0.767541745	0.850464185
ENSG00000111605	45.02211112	-0.564263276	0.263717398	-2.139651312	0.032382957	0.112018204
ENSG00000111615	27.30722162	-0.839655927	0.336203075	-2.497466527	0.012508427	0.060433278
ENSG00000111639	36.98228455	-0.582270387	0.208081915	-2.798274843	0.005137638	0.034208006
ENSG00000111640	7234.326139	0.385569083	0.105592885	3.651468385	0.000260745	0.004450559
ENSG00000111641	15.12194593	-1.083888902	0.641966216	-1.688389318	0.09133652	0.215390598
ENSG00000111642	158.9526438	-0.396145787	0.211695393	-1.871300937	0.061303381	0.167192378
ENSG00000111644	2972.959657	0.021836802	0.086401035	0.252737742	0.800470881	0.872454585
ENSG00000111647	31.85822974	-0.190038443	0.349347958	-0.543980403	0.586454959	0.716704582
ENSG00000111652	14.10870712	-0.741428369	0.360255011	-2.058065387	0.039583857	0.127602552
