baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	
ENSG00000247556	238.9341248	-0.01012866	0.090761022	-0.111597022	0.911142933	0.942917612
ENSG00000247572	0.323938335	-0.207025518	1.258945248	-0.164443623	0.869381925	NA
ENSG00000247595	1.375174834	0.253050999	0.503296284	0.502787339	0.615113796	0.740517968
ENSG00000247596	0.239627573	0.321746636	1.036908673	0.310294093	0.756337323	NA
ENSG00000247624	0.073544115	-0.630174348	5.053118164	-0.124709996	0.900753143	NA
ENSG00000247627	56.15035127	-0.05965474	0.205005383	-0.290991092	0.771058133	0.853037249
ENSG00000247675	5.744380765	0.067838704	0.338797735	0.200233641	0.841297858	0.898963129
ENSG00000247699	0.404761244	1.018641677	0.790402495	1.288763236	0.197480411	NA
ENSG00000247708	0.780943268	-0.364038919	0.982181822	-0.370643104	0.710903373	0.80949379
ENSG00000247732	0.177579232	0.572950635	1.576783046	0.363366816	0.716330887	NA
ENSG00000247735	2.67046375	0.383497996	0.394784203	0.971411707	0.331343301	0.495278174
ENSG00000247774	51.79620291	-1.411909521	0.325032242	-4.343906044	1.40E-05	0.000478522
ENSG00000247775	0.247223963	0.847189793	1.049552067	0.807191772	0.419556006	NA
ENSG00000247796	0.10668917	-1.28780631	2.996473351	-0.429773991	0.667360054	NA
ENSG00000247828	8.450151785	-1.207056202	0.3892594	-3.100904439	0.001929305	0.017734304
ENSG00000247877	0.038218669	-0.602008613	4.59142389	-0.131115886	0.895683634	NA
ENSG00000247934	0.91914929	-1.667845987	0.787808886	-2.117069275	0.034253969	0.115986965
ENSG00000247950	0.24194478	-0.564919533	1.468587934	-0.38466851	0.700483029	NA
ENSG00000247970	0.075559133	-0.352480882	2.902636507	-0.121434731	0.903346709	NA
ENSG00000247982	5.172281435	-1.372662208	0.475442858	-2.887123417	0.003887817	0.02814635
ENSG00000248008	0.080236775	-0.792856615	2.718957439	-0.291603172	0.77059005	NA
ENSG00000248019	0.891039017	-1.079154114	1.083348058	-0.99612872	0.319187607	0.483471371
ENSG00000248049	1.160149927	-0.241192164	0.620923992	-0.388440722	0.697689913	0.80147283
ENSG00000248092	4.74091601	-0.458361973	0.26688244	-1.71746771	0.085893749	0.207365665
ENSG00000248099	0.120385048	-0.390403334	2.065495021	-0.189011995	0.850083416	NA
ENSG00000248124	6.401645198	-1.650457176	0.642035226	-2.57066452	0.01015036	0.053076034
ENSG00000248161	0.779029777	0.865575525	0.93284373	0.927889096	0.353465101	0.516073172
ENSG00000248174	0.716069025	-0.887679473	1.037484627	-0.85560735	0.392215003	0.552969711
ENSG00000248175	0.089445222	0.015285898	4.882772007	0.003130578	0.997502164	NA
ENSG00000248187	0.040964135	-0.418806018	4.556274886	-0.091918514	0.926762781	NA
ENSG00000248227	0.043877451	-0.906353961	5.052951972	-0.179371181	0.857646259	NA
ENSG00000248242	101.3037765	-0.054167027	0.140240396	-0.386244113	0.699315886	0.802552154
ENSG00000248243	0.807063259	-0.154722681	0.852257237	-0.181544579	0.855940146	0.907723554
ENSG00000248275	15.21514346	-0.263031134	0.193030898	-1.362637466	0.172996795	0.325660687
ENSG00000248278	0.151766915	0.093773926	2.144260662	0.043732522	0.965117615	NA
ENSG00000248280	0.28357317	-0.393349753	1.040231663	-0.378136685	0.705329057	NA
ENSG00000248290	0.725696726	-0.394077339	0.661236378	-0.595970445	0.551194971	0.689258995
ENSG00000248294	0.086037609	0.434453093	2.86846487	0.151458398	0.879614126	NA
ENSG00000248309	116.3547193	0.041068414	0.14495956	0.283309454	0.776939631	0.857221682
ENSG00000248318	0.081078261	-0.263034964	2.698636454	-0.097469581	0.92235349	NA
ENSG00000248319	0.404244078	-0.518941838	1.03295354	-0.502386427	0.615395725	NA
ENSG00000248323	1.528816357	-1.007592484	0.500723191	-2.012274451	0.044191014	0.136435526
ENSG00000248333	6.087463298	-1.05598608	0.374340286	-2.820925557	0.004788531	0.032703106
ENSG00000248334	897.2307071	0.286582413	0.147454713	1.943528339	0.051952355	0.150539512
ENSG00000248360	3.67112028	0.634448924	0.588607354	1.07788141	0.281086682	0.44626265
ENSG00000248367	0.079307006	-0.054401323	4.104396846	-0.013254401	0.989424827	NA
ENSG00000248373	9.360725215	-0.344394367	0.203702337	-1.690674601	0.090898968	0.214889645
ENSG00000248385	0.157291389	-0.215202408	2.786293657	-0.077236083	0.938435737	NA
ENSG00000248408	2.768531807	-0.375287875	0.394458347	-0.951400516	0.341401098	0.505081822
ENSG00000248429	0.190576737	-0.565481213	2.192682168	-0.257894747	0.796488139	NA
ENSG00000248445	0.106133912	-0.617957542	3.162207766	-0.195419652	0.845064433	NA
ENSG00000248472	0.831547429	0.540379712	0.429265757	1.258846539	0.208085767	0.367125213
ENSG00000248475	7.410753185	0.431335287	0.282654184	1.526017699	0.127005457	0.266218574
ENSG00000248476	0.088697111	-0.712017566	2.690489582	-0.26464238	0.791284969	NA
ENSG00000248487	2.275292446	-0.05450793	0.425668613	-0.1280525	0.898107426	0.935221948
ENSG00000248489	4.325359689	0.69846691	0.365039153	1.913402725	0.055696516	0.157523866
ENSG00000248494	0.551068323	-0.060220551	0.70704511	-0.085172149	0.932124532	NA
ENSG00000248508	1.836241798	-0.819557563	0.594744258	-1.377999958	0.168203301	0.319881749
ENSG00000248510	3.884820076	0.211028985	0.507745865	0.415619307	0.677688596	0.787549455
ENSG00000248516	19.52943397	0.403877221	0.180823414	2.233544934	0.025513031	0.095577813
ENSG00000248527	29.92863826	-0.133070833	0.213059033	-0.624572594	0.532251611	0.675004143
ENSG00000248538	32.92515529	0.280772602	0.757752477	0.370533401	0.710985095	0.809508007
ENSG00000248593	0.171376974	-0.106294507	1.365910994	-0.077819498	0.937971637	NA
ENSG00000248596	0.171657595	-0.03978262	2.779327398	-0.014313758	0.988579663	NA
ENSG00000248599	0.193275287	-0.382492406	1.561645393	-0.244929103	0.806511327	NA
ENSG00000248624	0.124645641	0	3.156637002	0	1	NA
ENSG00000248636	36.8499296	0.319129482	0.158960782	2.007598843	0.044685938	0.137306241
ENSG00000248677	0.888809165	0.385728155	0.783321648	0.492426267	0.622418034	0.746084853
ENSG00000248693	0.122695383	-0.12094305	2.085238204	-0.057999633	0.953748921	NA
ENSG00000248698	0.128648828	-0.405839795	1.823926932	-0.222508801	0.823917823	NA
ENSG00000248712	4.086744463	-0.331326827	0.432402568	-0.766246205	0.44352982	0.597505549
ENSG00000248714	0.083788091	-0.380914439	3.479674796	-0.109468402	0.912830983	NA
ENSG00000248724	0.078878542	-0.497795647	3.531117352	-0.140973974	0.887890502	NA
ENSG00000248727	0.093676867	-0.474766865	4.030773398	-0.117785551	0.906237579	NA
ENSG00000248746	0.044195042	-0.250760914	5.053257025	-0.049623622	0.960422323	NA
ENSG00000248810	2.282317965	-0.665777661	0.681199468	-0.977360806	0.328390559	0.492485717
ENSG00000248828	8.039581827	0.010383886	0.217475995	0.047747274	0.961917658	0.975602121
ENSG00000248848	2.768637926	-0.895618719	0.404833925	-2.212311429	0.026945154	0.099163594
ENSG00000248858	0.04048029	-0.301723983	5.053481658	-0.05970616	0.952389666	NA
ENSG00000248874	1.007510309	0.540010853	1.405751179	0.38414398	0.700871736	0.803627767
ENSG00000248884	1.277227004	0.377221591	0.560521519	0.672983247	0.500957949	0.647950894
ENSG00000248890	0.029063365	-0.434640657	5.053447472	-0.086008741	0.931459468	NA
ENSG00000248898	3.275589432	1.205168891	0.424290059	2.84043631	0.004505187	0.031428785
ENSG00000248905	2.456145079	0.69337516	0.749393303	0.925248674	0.35483657	0.517106965
ENSG00000248923	11.65441042	-0.110656392	0.23751307	-0.465896012	0.641289936	0.760828202
ENSG00000248925	0.46958134	-0.200574208	0.688995389	-0.291111103	0.770966348	NA
ENSG00000248932	0.602295185	0.180089258	0.921206072	0.195492913	0.845007085	NA
ENSG00000248943	0.086013223	-0.642334802	2.187390542	-0.29365346	0.76902272	NA
ENSG00000248991	0.262580519	-1.15787425	1.749811266	-0.661713793	0.508154663	NA
ENSG00000248998	0.08708239	-0.859947262	5.052918119	-0.170188244	0.864862097	NA
ENSG00000249025	0.031372783	-0.70780277	5.053196322	-0.140070309	0.888604439	NA
ENSG00000249042	0.425324042	0.739069212	0.863702418	0.855698903	0.392164347	NA
ENSG00000249056	0.057436127	-0.215357418	3.149631032	-0.068375443	0.945486769	NA
ENSG00000249061	0.086542624	-0.278732982	3.284729868	-0.084857201	0.932374918	NA
ENSG00000249069	0.51704869	0.449002354	1.190294869	0.377219432	0.70601054	NA
ENSG00000249072	43.46588792	0.000398506	0.251915603	0.001581903	0.998737825	0.999054329
ENSG00000249087	0.412906722	-0.900357734	1.004873926	-0.895990741	0.370257708	NA
ENSG00000249096	0.325510542	-0.852633139	1.426348748	-0.597773258	0.549991236	NA
ENSG00000249115	2.318049561	-1.306086659	0.869033905	-1.502917954	0.132860202	0.274515629
ENSG00000249119	4.570056638	-0.270666399	0.281528973	-0.961415787	0.33634315	0.499812418
ENSG00000249125	0.029956283	-0.228844184	5.053476244	-0.045284508	0.963880536	NA
ENSG00000249160	0.069516002	-0.498900496	3.325654897	-0.150015715	0.880752217	NA
ENSG00000249175	0.030117968	-0.228842683	5.053476244	-0.045284211	0.963880773	NA
ENSG00000249192	0.959706169	-0.321909904	0.48074806	-0.669602087	0.503111483	0.649699521
ENSG00000249203	34.11730668	-0.31968145	0.965425389	-0.331130146	0.740546182	0.831971134
ENSG00000249222	1.885129268	0.09521144	0.327049163	0.291122716	0.770957467	0.853036312
ENSG00000249236	0.221274877	0.204821165	1.468765676	0.13945122	0.8890936	NA
ENSG00000249241	0.0770994	-0.73517552	5.053166354	-0.14548809	0.884325519	NA
ENSG00000249242	2.494682448	-0.48592506	0.514699203	-0.944095226	0.345120989	0.508462021
ENSG00000249245	0.052357756	0.649171694	4.407772147	0.147278868	0.882911911	NA
ENSG00000249249	0.184268003	-0.268263857	1.585129005	-0.169237871	0.865609543	NA
ENSG00000249264	0.070461945	0.026417375	2.592291597	0.010190742	0.991869105	NA
ENSG00000249307	54.40399758	-0.530404758	0.24199258	-2.191822403	0.028392333	0.102572107
ENSG00000249309	0.113231274	0.033319163	2.619227499	0.012720988	0.989850394	NA
ENSG00000249335	0.030091644	0	5.053481659	0	1	NA
ENSG00000249341	0.045748809	-0.333748026	3.758318351	-0.08880249	0.929238879	NA
ENSG00000249348	0.197598655	0.335455523	1.814278577	0.184897472	0.853309454	NA
ENSG00000249375	0.133991705	-0.858575553	3.551526104	-0.241748344	0.808975168	NA
ENSG00000249379	0.041115134	-0.481652062	4.153026849	-0.115976149	0.907671444	NA
ENSG00000249436	0.23394948	0.134600057	1.765492001	0.076239403	0.939228635	NA
ENSG00000249437	3.101178014	-0.673825318	0.680798692	-0.989757069	0.322292873	0.486601549
ENSG00000249459	0.176447697	-0.789197603	1.689891053	-0.467010936	0.640492054	NA
ENSG00000249464	0.556487584	-1.499318433	1.362341388	-1.100545316	0.271094597	NA
ENSG00000249471	0.066102615	-0.888794761	4.634296898	-0.191786323	0.847909585	NA
ENSG00000249476	0.096111059	-1.206696535	3.696880574	-0.326409391	0.744114634	NA
ENSG00000249478	0.095581643	-1.121514772	2.710400622	-0.413781919	0.679033827	NA
ENSG00000249502	0.477456457	0.44493203	1.029290999	0.432270398	0.665544899	NA
ENSG00000249505	0.039563988	-0.434638306	5.053447472	-0.086008276	0.931459838	NA
ENSG00000249574	0.046509121	0	5.053481658	0	1	NA
ENSG00000249592	1.137424942	0.891164567	0.458811804	1.942331383	0.052096996	0.150774156
ENSG00000249600	0.237270869	-1.020641641	2.377992593	-0.429203036	0.667775474	NA
ENSG00000249637	0.060630325	-0.882956607	2.48985633	-0.354621508	0.722873161	NA
ENSG00000249639	2.027842591	0.3462882	0.532640178	0.650135335	0.515604807	0.660652208
ENSG00000249645	0.052486757	-0.498077535	5.053400967	-0.098562837	0.921485378	NA
ENSG00000249646	0.693148188	0.366641428	0.538637575	0.680682976	0.49607211	0.643808982
ENSG00000249655	0.446387328	-1.197802069	0.948607969	-1.262694504	0.20669899	NA
ENSG00000249662	0.122685791	-0.595289162	2.623699094	-0.226889266	0.820509849	NA
ENSG00000249667	0.165341548	0.355502411	2.706027006	0.131374303	0.895479216	NA
ENSG00000249673	0.374434344	-0.489675099	0.932830024	-0.524934969	0.599628399	NA
ENSG00000249684	20.21852174	0.123693713	0.259552843	0.476564661	0.633672153	0.754777385
ENSG00000249685	0.273067463	-0.568928551	1.170916639	-0.485883053	0.627050085	NA
ENSG00000249693	0.028403716	-0.228830998	5.053476241	-0.045281898	0.963882616	NA
ENSG00000249700	0.159699945	-0.55007658	1.729849901	-0.317990931	0.750491816	NA
ENSG00000249725	0.022415966	0	5.053481659	0	1	NA
ENSG00000249751	1.324112309	0.462465957	1.095751815	0.422053562	0.672985922	0.784110753
ENSG00000249767	0.031010467	-0.301707012	4.746414616	-0.063565246	0.949316406	NA
ENSG00000249780	0.600321589	0.235524673	0.549958564	0.428258941	0.668462608	NA
ENSG00000249790	0.268578633	-0.120101479	1.313694699	-0.091422672	0.927156748	NA
ENSG00000249806	0.392991592	-0.775493928	1.086337641	-0.713860865	0.475313219	NA
ENSG00000249816	1.775009207	-0.657655861	0.553386001	-1.188421572	0.234667362	0.396894372
ENSG00000249825	0.10782799	-0.806666206	3.424259922	-0.235573883	0.813763341	NA
ENSG00000249846	0.106492957	-0.393899181	2.663045963	-0.147913024	0.88241141	NA
ENSG00000249856	0.06768536	-0.305492309	2.751945565	-0.111009576	0.911608753	NA
ENSG00000249859	3.838935295	-1.535073094	0.59276845	-2.58966734	0.009606872	0.051430195
ENSG00000249868	0.055895305	-0.835886764	3.395349124	-0.246185807	0.805538402	NA
ENSG00000249881	0.056450918	0.356669101	5.053222805	0.0705825	0.943730038	NA
ENSG00000249898	36.14657982	0.129595624	0.13722679	0.944390117	0.34497033	0.508368175
ENSG00000249899	2.192650151	-0.22965587	0.57785556	-0.39742781	0.691052011	0.796935283
ENSG00000249915	29.23428676	-0.846949722	0.200067678	-4.233316106	2.30E-05	0.000693898
ENSG00000249936	0.083258384	-0.424693242	2.194487719	-0.193527281	0.846546042	NA
ENSG00000249937	0.115217872	-0.888155732	2.955667415	-0.300492446	0.763801557	NA
ENSG00000249961	0.661092896	-2.749818849	1.640731522	-1.675971243	0.093743825	0.218904096
ENSG00000249965	0.061288165	-0.629123359	3.352903283	-0.187635403	0.851162471	NA
ENSG00000249978	0.620643921	-0.613911128	0.718388218	-0.854567367	0.3927907	0.553314321
ENSG00000249988	0.037948733	-0.434618235	5.053447471	-0.086004304	0.931462995	NA
ENSG00000249992	0.239670114	-0.469917889	0.895107682	-0.524984757	0.599593787	NA
ENSG00000249993	0.047983079	-0.855630946	4.883153612	-0.175220977	0.860906002	NA
ENSG00000250038	0.356411455	-0.845783106	1.27610098	-0.662786973	0.507466998	NA
ENSG00000250039	0.459964156	0.056706874	1.059792115	0.053507545	0.95732752	NA
ENSG00000250057	0.122290131	-0.546626998	2.094202372	-0.261019186	0.794077712	NA
ENSG00000250061	13.05464612	0.303972015	0.276436532	1.099608698	0.271502651	0.436344879
ENSG00000250072	9.048439401	-0.204811687	0.522509628	-0.391976867	0.695075306	0.799569114
ENSG00000250073	15.65895956	-0.408075211	0.201993637	-2.020237949	0.043358712	0.134540886
ENSG00000250075	0.051703605	-0.425980019	5.053400967	-0.084295709	0.932821324	NA
ENSG00000250091	0.142126067	-0.365543974	1.677356913	-0.217928558	0.827484776	NA
ENSG00000250101	0.19628416	-0.343225863	0.891809518	-0.384864544	0.700337776	NA
ENSG00000250125	0.035992616	-0.228838535	5.053476243	-0.04528339	0.963881427	NA
ENSG00000250126	0.051417194	0	5.053481658	0	1	NA
ENSG00000250131	0.243455063	-1.976825159	1.890483016	-1.045672002	0.295712494	NA
ENSG00000250132	0.064906404	-0.497514123	2.921424215	-0.170298487	0.864775401	NA
ENSG00000250155	8.49479394	0.33922481	0.261995672	1.294772574	0.195398696	0.352235823
ENSG00000250159	0.361020165	0.319011252	1.287817493	0.247714644	0.804355201	NA
ENSG00000250174	0.04132033	-0.301687647	4.536484502	-0.066502519	0.946977752	NA
ENSG00000250182	0.149391317	-0.752025331	1.591217656	-0.472609971	0.636491467	NA
ENSG00000250183	0.16258476	-1.067875691	2.865889261	-0.372615825	0.709434393	NA
ENSG00000250220	0.102054224	-0.102408476	3.416350427	-0.029975987	0.976086204	NA
ENSG00000250222	0.055725562	-0.491224824	3.957132121	-0.124136574	0.90120714	NA
ENSG00000250223	0.158991387	-0.240580102	2.055242982	-0.117056769	0.906815068	NA
ENSG00000250237	0.031418808	-0.154877323	5.053463647	-0.030647756	0.975550456	NA
ENSG00000250240	0.096925233	-0.359787356	3.454698496	-0.104144358	0.91705479	NA
ENSG00000250251	0.07956762	-0.394771313	2.422240455	-0.162977756	0.870535949	NA
ENSG00000250261	0.079074169	-0.841777457	3.280757884	-0.256580183	0.797502875	NA
ENSG00000250274	0.06957678	-0.425268419	2.757345483	-0.154231097	0.877427524	NA
ENSG00000250303	0.540950428	-2.030498218	0.966192982	-2.101545194	0.035593135	NA
ENSG00000250312	2.852220754	1.144619711	0.497714565	2.299751285	0.021462315	0.085761239
ENSG00000250317	5.333564777	-1.021431868	0.349482122	-2.922701348	0.003470092	0.026345658
ENSG00000250321	0.34920451	-1.246258812	0.828405358	-1.50440699	0.132476605	NA
ENSG00000250326	0.140100503	-0.649020472	2.222053033	-0.29208145	0.770224349	NA
ENSG00000250331	0.063886348	-0.484099015	4.664217672	-0.103789971	0.917336026	NA
ENSG00000250334	1054.545642	0.283290466	0.109708364	2.582213935	0.009816871	0.051983177
ENSG00000250342	0.034060642	-0.279134354	5.053382956	-0.055237127	0.955949551	NA
ENSG00000250348	30.92961631	-0.53609066	0.220918748	-2.426641761	0.015239295	0.069007684
ENSG00000250361	3.699049785	1.420062321	0.756994046	1.87592271	0.060665894	0.166074837
ENSG00000250365	0.1655064	-0.38618172	1.390174075	-0.277793787	0.781170661	NA
ENSG00000250383	0.035444945	0.127030797	5.053383171	0.025137773	0.979945072	NA
ENSG00000250400	0.098738015	-0.666155835	2.514713161	-0.264903308	0.79108395	NA
ENSG00000250404	0.143430406	-0.761069884	3.268396572	-0.232857264	0.815872245	NA
ENSG00000250407	0.369084092	-0.358239248	1.659842434	-0.215827262	0.829122397	NA
ENSG00000250413	0.153769267	-0.255741904	1.650782589	-0.154921614	0.876883114	NA
ENSG00000250415	0.056553357	-1.20134641	5.05239881	-0.237777431	0.812053724	NA
ENSG00000250421	0.366002549	0.199857794	1.203416274	0.166075362	0.868097643	NA
ENSG00000250461	0.043840245	-0.599784345	3.770924283	-0.159054996	0.873625545	NA
ENSG00000250462	0.055621908	-0.460034897	3.65347431	-0.125917102	0.899797545	NA
ENSG00000250475	0.047867987	-0.852138616	5.053025333	-0.168639292	0.866080372	NA
ENSG00000250479	1.717322756	-1.319023163	0.545270294	-2.419026264	0.015562117	0.069954735
ENSG00000250490	0.258890344	-1.12479929	1.459309097	-0.77077522	0.440840178	NA
ENSG00000250501	1.762441544	1.385243407	0.764423018	1.812142459	0.069964187	0.182025206
ENSG00000250508	0.439319137	0.214588162	0.688316756	0.311757864	0.755224549	NA
ENSG00000250510	0.375168148	-0.777399362	1.30931671	-0.593744322	0.552683134	NA
ENSG00000250535	14.33508113	0.514150738	0.316505892	1.624458662	0.104277956	0.234329783
ENSG00000250536	0.068177618	-0.215467831	3.560999045	-0.060507691	0.95175129	NA
ENSG00000250548	1.970769355	-0.674993788	0.647384643	-1.042647205	0.297111718	0.462437461
ENSG00000250565	0.995943856	-0.139242867	0.829577369	-0.167847957	0.866702893	0.915731993
ENSG00000250571	0.072666525	-0.851887239	4.555376554	-0.187006986	0.851655156	NA
ENSG00000250603	0.218187431	-0.187339996	2.566617262	-0.072991014	0.941813268	NA
ENSG00000250608	0.125609317	0.08018485	3.127692799	0.025637061	0.979546826	NA
ENSG00000250616	0.208150216	0.197942734	1.754891897	0.112794831	0.910193217	NA
ENSG00000250634	5.449462676	0.122131378	0.366971858	0.332808568	0.739278791	0.831040056
ENSG00000250654	0.236588561	-1.674556937	1.634409244	-1.02456404	0.30556894	NA
ENSG00000250657	0.887800307	-0.023625155	1.085407869	-0.021766154	0.982634493	0.989148729
ENSG00000250658	0.271009113	-1.095964232	1.651317543	-0.663690782	0.50688824	NA
ENSG00000250682	0.031735649	-0.680781967	5.053226456	-0.134722236	0.892831492	NA
ENSG00000250686	0.499995033	-0.803305608	0.951146805	-0.844565322	0.398353578	NA
ENSG00000250687	0.591058396	-0.303940765	0.790504936	-0.384489396	0.700615754	NA
ENSG00000250722	0.917318859	0.534612989	0.632293897	0.845513441	0.397824231	0.557717136
ENSG00000250764	0.071945005	-0.603303948	3.300315427	-0.182801905	0.854953454	NA
ENSG00000250771	0.666475394	-0.507780592	0.505439699	-1.0046314	0.315074372	0.479605462
ENSG00000250786	0.029386033	-0.295718258	5.053368875	-0.058519033	0.953335203	NA
ENSG00000250790	0.139061012	-0.312860872	1.717790846	-0.182129782	0.855480877	NA
ENSG00000250802	0.141632648	-0.387273026	2.479801769	-0.156170961	0.875898265	NA
ENSG00000250850	0.185583113	-1.050210223	1.408642729	-0.745547612	0.45594074	NA
ENSG00000250862	0.058368851	-0.220137806	2.963356666	-0.074286639	0.940782308	NA
ENSG00000250878	45.96384476	0.241463344	0.174283459	1.385463345	0.165910833	0.316965598
ENSG00000250889	0.249196408	-0.499443193	1.237302441	-0.4036549	0.686466509	NA
ENSG00000250892	0.726114484	0.286906262	0.651119145	0.440635579	0.659476841	0.773846168
ENSG00000250903	12.94308801	-0.201926868	0.286246126	-0.70543092	0.480542108	0.630159076
ENSG00000250938	0.145440075	-0.858728376	1.85811347	-0.462150665	0.643973279	NA
ENSG00000250948	0.107302804	-0.373419971	2.970771925	-0.12569796	0.899971017	NA
ENSG00000250959	0.444934616	-1.47782265	1.114681871	-1.325779748	0.184912663	NA
ENSG00000250961	6.035493143	0.791076436	0.465006282	1.701216665	0.08890231	0.212175098
ENSG00000250966	0.046290582	-0.559575145	4.067109927	-0.137585449	0.890568056	NA
ENSG00000250984	0.178984932	-0.622027476	1.198410056	-0.519043939	0.603730101	NA
ENSG00000250992	0.074696088	-0.616803912	3.070296456	-0.200893927	0.840781517	NA
ENSG00000250999	0.47488839	-0.485198511	0.839108397	-0.578231028	0.563108153	NA
ENSG00000251001	0.773185188	0.357712212	0.827086386	0.432496796	0.665380381	0.779131438
ENSG00000251002	0.18537007	-0.074099477	1.565594914	-0.047329917	0.962250284	NA
ENSG00000251003	0.037321661	-0.498091349	5.053400968	-0.098565571	0.921483208	NA
ENSG00000251009	0.045751206	-0.563381294	4.07405278	-0.138285222	0.890015004	NA
ENSG00000251022	2.769964548	0.151581223	0.426489892	0.355415745	0.722278155	0.817984908
ENSG00000251039	0.263863819	-0.873225532	1.169614718	-0.746592462	0.4553096	NA
ENSG00000251056	0.217908661	0.12999808	1.335140109	0.09736662	0.922435252	NA
ENSG00000251075	0.032729539	-0.434624692	5.053447472	-0.086005582	0.93146198	NA
ENSG00000251128	0.118433883	-0.567826702	1.922088391	-0.295421743	0.767671726	NA
ENSG00000251129	0.677310378	-0.744988269	1.551445619	-0.48018974	0.631092482	0.753008807
ENSG00000251131	0.270568053	-0.050786458	1.100389578	-0.046153161	0.963188174	NA
ENSG00000251136	2.655425807	-0.104627538	0.539967613	-0.193766321	0.846358859	0.902309454
ENSG00000251138	1.112080958	1.342210623	0.840279867	1.597337597	0.110190474	0.243176109
ENSG00000251141	0.624710212	-0.122920279	1.093201624	-0.11244063	0.910474041	0.942726044
ENSG00000251179	0.047681907	-0.56503172	5.053276277	-0.111814927	0.910970151	NA
ENSG00000251191	0.384132843	-0.861644755	1.268222491	-0.67941135	0.49687726	NA
ENSG00000251192	0.732194434	-0.319815531	0.958837458	-0.333545095	0.738722855	0.830654705
ENSG00000251219	0.058521471	-0.176988418	3.391425897	-0.052187022	0.958379674	NA
ENSG00000251230	0.223717297	0.282759839	1.638100711	0.172614441	0.8629545	NA
ENSG00000251244	0.052691169	-0.228818109	4.83961689	-0.047280211	0.9622899	NA
ENSG00000251247	3.383535523	-0.430569306	0.392098207	-1.098115979	0.272153849	0.437091044
ENSG00000251259	2.984392386	-0.722471309	0.448312227	-1.611536033	0.10706294	0.238570592
ENSG00000251273	0.096033685	0	4.436808449	0	1	NA
ENSG00000251279	0.099215795	-1.78440285	5.051891155	-0.353214825	0.723927395	NA
ENSG00000251287	3.888595233	-0.220369973	0.404425834	-0.544895885	0.585825126	0.716321625
ENSG00000251301	91.49856622	0.109593283	0.158551547	0.69121548	0.489430137	0.638164064
ENSG00000251309	0.155402582	-0.678858795	2.089815175	-0.324841547	0.745300998	NA
ENSG00000251314	0.380863569	-0.229875276	1.36563429	-0.168328577	0.866324794	NA
ENSG00000251323	4.933552329	-0.701821754	0.407853187	-1.720770551	0.085292468	0.206843497
ENSG00000251340	0.252528894	-1.234817357	0.922664819	-1.338316289	0.180793354	NA
ENSG00000251356	0.198210479	-1.246394111	1.644300777	-0.758008588	0.448445841	NA
ENSG00000251363	0.261115669	-1.413159932	2.369018247	-0.596517116	0.550829823	NA
ENSG00000251364	0.241606884	-0.320686606	2.097015706	-0.152925229	0.87845724	NA
ENSG00000251369	0.526814791	-1.251178475	1.290855693	-0.969262856	0.332414057	NA
ENSG00000251385	0.187067744	0.049506133	1.206012285	0.041049444	0.967256479	NA
ENSG00000251393	0.026730928	-0.301732614	5.053481659	-0.059707868	0.952388305	NA
ENSG00000251399	44.10479758	-0.250725974	0.155280771	-1.614662091	0.106383891	0.237510112
ENSG00000251417	0.201646185	-0.530503712	2.098227935	-0.252834167	0.800396364	NA
ENSG00000251432	0.73599262	-0.934965998	1.11277776	-0.840209098	0.400791158	0.560532323
ENSG00000251435	4.054430835	-0.322296959	0.316943103	-1.016892167	0.30920473	0.474114609
ENSG00000251442	3.34150156	0.124754882	0.380295123	0.328047548	0.742875712	0.833720755
ENSG00000251445	1.072102755	0.275450822	0.63141545	0.436243398	0.662660144	0.77633491
ENSG00000251450	0.043099729	-0.273796643	4.121972239	-0.066423699	0.947040503	NA
ENSG00000251451	0.094430249	-0.170019886	2.303766388	-0.073800836	0.941168862	NA
ENSG00000251474	3.758081668	-1.179455319	0.494721429	-2.384079706	0.017121894	0.074254146
ENSG00000251511	0.051749789	-0.498001379	4.389949049	-0.113441266	0.909680725	NA
ENSG00000251513	0.081113731	0.079739592	5.052878677	0.015781022	0.987409088	NA
ENSG00000251526	0.057141755	-0.412238037	5.053265196	-0.081578548	0.934981861	NA
ENSG00000251532	0.939388848	-0.138402677	0.847521485	-0.163302854	0.870279987	0.918266728
ENSG00000251544	0.297031247	-0.272839337	0.607237878	-0.449312118	0.653206517	NA
ENSG00000251555	0.036499944	-0.49734518	4.210747439	-0.118113277	0.905977903	NA
ENSG00000251562	24.29414644	-1.129215661	0.319726782	-3.531814429	0.000412719	0.006032232
ENSG00000251578	0.172664525	-1.523438083	1.593015846	-0.956323245	0.33890895	NA
ENSG00000251580	0.076595917	-0.630289989	3.069177659	-0.205361194	0.837289937	NA
ENSG00000251584	0.033228821	0	5.053481659	0	1	NA
ENSG00000251593	0.21814592	-0.192401939	0.919375805	-0.209274529	0.834233934	NA
ENSG00000251595	0.10688075	-0.424120632	1.88165542	-0.225397609	0.821669972	NA
ENSG00000251600	35.9328792	-0.310002582	0.207695147	-1.492584617	0.135545953	0.277645984
ENSG00000251602	0.064469379	-0.558423945	3.390359964	-0.164709338	0.869172767	NA
ENSG00000251606	0.612690877	-1.549311541	1.10644583	-1.400259732	0.161435555	0.310948972
ENSG00000251634	0.264891896	-0.556311012	1.6016973	-0.347325935	0.728346469	NA
