"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000003147"	7.30707163456575	0.112425816742359	0.425586125104349	0.264167016052963	0.791651225904716	0.840504279213628
"ENSG00000003249"	0.184809275111388	-1.52814771572695	1.51055363806158	-1.01164743655707	0.311706656218191	NA
"ENSG00000003393"	5.14345142016749	-1.42710061209876	0.567017776553655	-2.51685338821775	0.0118408089641329	0.0243041686527727
"ENSG00000003400"	5.39128239949782	-2.32549784486589	0.553366565796973	-4.20245455472476	2.64036267514479e-05	0.000104051581430284
"ENSG00000003402"	127.710590084724	0.0707102001753817	0.12361774297836	0.572006885676273	0.567317309792128	0.652005658097349
"ENSG00000003436"	592.319387467611	0.507163514269851	0.105016246248481	4.82938147560369	1.36957806472309e-06	7.4689969568456e-06
"ENSG00000003509"	3.15542965133681	-1.83865765791574	0.8181217814789	-2.24741315967904	0.0246136347625133	0.0462441037030941
"ENSG00000003756"	38.0939504590566	-2.75521352580179	0.396704963018441	-6.94524591988459	3.77801613930638e-12	7.08365175724915e-11
"ENSG00000004059"	249.247489585322	0.107692730516904	0.129180874872307	0.833658470136206	0.40447346691156	0.497150271807724
"ENSG00000004139"	0.409302766336772	-1.06111166078301	1.06098941421474	-1.0001152194043	0.317254751629727	0.408491799701884
"ENSG00000004142"	14.3994138622214	-1.07463179141737	0.456355431467251	-2.35481319453626	0.0185320193729514	0.0360872910807747
"ENSG00000004399"	2.15362606575439	-1.67318641690112	0.86959277588452	-1.92410340023722	0.0543416239768269	0.0921216266033908
"ENSG00000004455"	23.7528304654789	-1.04980685274983	0.269618032626409	-3.89368189702827	9.87341051168967e-05	0.0003407600056639
"ENSG00000004468"	7.25912164848849	-2.71625804158469	0.746255384847856	-3.63985050793097	0.000272796370557444	0.000846332008701518
"ENSG00000004478"	5.05903156562696	-1.52309214844304	0.612147786288899	-2.48811182945981	0.012842334402833	0.0261302540093668
"ENSG00000004487"	16.1546015794524	-1.14528861128205	0.392780616343739	-2.91584809337881	0.00354723163265478	0.00834347143362615
"ENSG00000004534"	91.6681912255287	-3.75433437135982	0.393923720656461	-9.53061258942048	1.56357818813091e-21	1.39017232326658e-19
"ENSG00000004660"	1.14085639464927	-0.123305997938225	0.887525467758856	-0.138932348893145	0.889503608131346	0.916915941630494
"ENSG00000004700"	90.2896169872168	-0.52083753020105	0.253658610244471	-2.05330120550246	0.0400433740317175	0.0707212274165192
